Gender,Age,FamilyName,Height,Weight
M,15,Alvarado,170.18,58.96696
F,15,Mclaughlin,165.1,72.57472
F,18,Stevenson,152.4,54.43104
F,15,Kirby,167.64,54.43104
F,17,Hebert,154.94,45.3592
F,16,Molina,182.88,52.16308
F,18,Dillon,160.02,86.18248
F,16,Hale,154.94,47.62716
F,15,Miles,160.02,49.89512
M,16,Velazquez,172.72,61.23492
F,16,Bryant,162.56,52.16308
F,15,Mathews,162.56,48.98794
F,17,Gregory,170.18,72.57472
M,18,Petersen,170.18,65.77084
M,16,Mejia,162.56,53.52386
F,18,Bautista,167.64,56.699
M,18,Macdonald,175.26,68.0388
F,19,Calhoun,160.02,49.89512
M,15,Strong,172.72,88.45044
F,18,Donovan,154.94,46.26638
M,15,Mendez,167.64,52.16308
M,15,Woodard,172.72,61.23492
F,17,Garza,152.4,54.43104
M,19,Barker,182.88,133.8096
M,16,Kline,160.02,68.0388
F,16,Villarreal,160.02,49.89512
F,17,Hensley,154.94,68.0388
F,19,Guzman,139.7,85.72889
F,19,Soto,137.16,67.13162
F,15,Knox,149.86,43.09124
M,15,Gallagher,167.64,49.89512
M,15,Fitzpatrick,172.72,74.84268
F,16,Simmons,167.64,53.07026
F,17,Mcfarland,160.02,56.699
F,19,Holt,157.48,52.16308
M,17,Fox,172.72,68.0388
M,19,Randall,175.26,63.50288
M,16,Ingram,160.02,58.96696
F,19,Sheppard,172.72,48.08075
M,16,Campbell,167.64,63.50288
F,17,Brandt,167.64,56.699
M,16,Horn,182.88,65.77084
F,16,Schmidt,175.26,62.1421
F,17,Andrade,175.26,54.43104
F,19,Schmitt,165.1,53.52386
M,17,Day,175.26,64.86366
F,16,Rogers,175.26,58.05978
M,15,House,160.02,63.50288
F,15,Cooke,160.02,54.43104
M,18,Wallace,185.42,68.0388
M,17,Mayer,177.8,58.05978
F,19,Ali,170.18,120.2019
F,18,Moody,170.18,77.11064
F,15,Stark,172.72,68.0388
M,17,Randolph,175.26,87.99685
M,19,Roberson,193.04,70.30676
F,16,Stein,175.26,74.84268
F,19,Ramos,175.26,61.23492
F,18,Acosta,172.72,81.64656
F,17,Paul,170.18,52.16308
F,18,Huang,160.02,63.50288
F,17,Harrell,180.34,78.01782
